Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level
1695,HR,Prefer not to say,59,PhD,Analyst,3325.0,13,4,5,4,3,1,4,16,Yes,No,Married,9,1
1696,IT,Male,41,Bachelor's Degree,Executive,3065.0,36,14,5,3,3,90,11,10,No,Yes,Divorced,7,2
1697,Sales,Prefer not to say,58,PhD,Executive,4363.0,34,16,2,1,5,44,12,19,No,Yes,Divorced,3,1
1698,IT,Female,39,High School,Manager,10333.0,38,2,5,4,3,42,7,41,No,Yes,Single,8,1
1699,IT,Non-binary,38,High School,Analyst,2753.0,10,17,5,1,1,2,1,14,No,No,Widowed,9,1
1700,IT,Female,30,Master's Degree,Manager,9300.0,14,10,1,2,5,33,2,14,Yes,No,Single,1,2
1701,Finance,Male,35,PhD,Team Lead,6610.0,1,5,2,1,3,79,7,22,No,Yes,Single,1,3
1702,Finance,Male,50,PhD,Manager,8726.0,36,11,2,4,3,64,8,4,Yes,Yes,Divorced,9,1
1703,IT,Prefer not to say,52,Associate's Degree,Team Lead,7420.0,31,16,3,3,5,63,9,47,No,Yes,Single,9,0
1704,Sales,Female,25,Associate's Degree,Executive,3782.0,39,13,4,4,2,6,7,34,No,Yes,Single,7,1
1705,HR,Female,39,Master's Degree,Manager,7512.0,12,5,3,5,3,34,3,18,No,No,Divorced,3,3
1706,Sales,Male,41,High School,Manager,7795.0,16,9,3,5,4,21,12,34,No,No,Divorced,4,1
1707,Marketing,Female,20,Associate's Degree,Intern,1205.0,0,0,3,5,2,0,0,18,No,No,Single,1,0
1708,Finance,Male,30,Bachelor's Degree,Executive,4637.0,32,17,2,3,3,31,10,40,No,No,Married,9,3
1709,HR,Female,19,High School,Intern,1001.0,0,0,1,4,2,0,0,31,Yes,No,Single,1,0
1710,HR,Female,36,Bachelor's Degree,Team Lead,7330.0,12,5,5,5,1,5,11,42,No,No,Married,8,0
1711,Marketing,Female,48,PhD,Team Lead,6500.0,21,18,2,4,2,45,14,20,Yes,Yes,Divorced,1,0
1712,Marketing,Male,36,High School,Executive,3659.0,22,2,5,2,5,54,3,36,Yes,Yes,Widowed,6,3
1713,IT,Prefer not to say,49,Master's Degree,Team Lead,9330.0,35,11,5,5,3,74,8,42,No,Yes,Single,6,3
1714,Finance,Female,58,PhD,Executive,4024.0,9,15,4,5,2,94,9,10,No,No,Widowed,5,0
1715,Finance,Male,40,PhD,Team Lead,6725.0,16,2,3,3,4,54,2,3,No,Yes,Divorced,1,0
1716,Sales,Male,47,Bachelor's Degree,Analyst,3055.0,29,15,4,4,1,84,0,21,Yes,No,Married,3,2
1717,IT,Female,47,PhD,Manager,11959.0,12,3,3,3,1,56,12,36,Yes,Yes,Widowed,4,3
1718,IT,Female,46,Associate's Degree,Analyst,4981.0,29,19,2,3,2,85,6,10,Yes,No,Single,7,1
1719,IT,Prefer not to say,47,High School,Executive,2678.0,29,12,5,4,5,62,9,7,Yes,Yes,Married,5,3
1720,IT,Male,47,Associate's Degree,Executive,3305.0,6,3,4,2,1,0,7,22,No,Yes,Married,2,2
1721,Finance,Male,49,Bachelor's Degree,Analyst,3789.0,9,3,2,4,2,20,10,23,Yes,No,Married,3,2
1722,Finance,Non-binary,39,Bachelor's Degree,Manager,11251.0,34,6,2,2,2,19,12,12,Yes,Yes,Married,1,0
1723,IT,Male,53,High School,Manager,8626.0,1,11,3,3,1,72,2,39,Yes,No,Single,6,3
1724,Sales,Prefer not to say,22,PhD,Intern,1203.0,0,0,5,2,2,0,0,13,Yes,Yes,Single,1,0
1725,HR,Non-binary,23,Master's Degree,Team Lead,8969.0,18,15,3,2,2,28,13,40,No,Yes,Single,4,3
1726,HR,Non-binary,20,Bachelor's Degree,Intern,1490.0,0,0,3,2,4,0,0,13,No,Yes,Single,1,0
1727,Sales,Non-binary,59,High School,Manager,10281.0,36,18,2,5,2,96,14,33,No,Yes,Divorced,4,1
1728,IT,Female,40,Master's Degree,Analyst,4728.0,2,10,3,5,2,44,1,31,No,Yes,Widowed,4,1
1729,Finance,Female,38,PhD,Team Lead,6382.0,24,0,1,3,5,64,5,48,No,No,Single,5,0
1730,HR,Male,54,Bachelor's Degree,Analyst,4918.0,33,8,5,4,1,2,4,28,Yes,No,Divorced,3,3
1731,Marketing,Non-binary,18,High School,Intern,1240.0,0,0,3,2,5,0,0,19,Yes,No,Single,1,0
1732,Marketing,Prefer not to say,24,High School,Executive,4440.0,37,16,3,5,3,19,6,21,Yes,Yes,Single,7,3
1733,Sales,Female,59,High School,Analyst,4743.0,13,0,4,4,5,80,14,32,Yes,No,Divorced,9,1
1734,IT,Prefer not to say,21,Bachelor's Degree,Intern,1257.0,0,0,5,2,3,0,0,26,Yes,No,Single,1,0
1735,HR,Prefer not to say,19,Master's Degree,Intern,1155.0,0,0,5,4,3,0,0,13,No,Yes,Single,1,0
1736,IT,Female,19,High School,Intern,1053.0,0,0,3,1,5,0,0,29,Yes,Yes,Single,1,0
1737,HR,Female,57,PhD,Executive,3588.0,2,10,1,2,4,44,6,7,No,Yes,Divorced,7,2
1738,Sales,Female,28,High School,Executive,4966.0,7,12,4,4,5,92,2,47,No,No,Divorced,6,3
1739,Sales,Female,57,Master's Degree,Executive,4896.0,25,12,1,2,1,41,3,26,No,No,Divorced,9,0
1740,Marketing,Non-binary,37,Bachelor's Degree,Team Lead,9505.0,31,5,3,2,5,45,1,6,Yes,Yes,Widowed,3,2
1741,IT,Non-binary,45,High School,Executive,2947.0,10,5,5,1,4,59,0,32,Yes,No,Single,8,2
1742,Marketing,Non-binary,22,High School,Executive,3099.0,0,19,5,4,5,95,9,36,Yes,No,Married,4,0
1743,IT,Non-binary,46,PhD,Executive,2981.0,14,9,1,3,4,12,13,23,No,No,Married,9,1
1744,Marketing,Male,31,PhD,Analyst,2406.0,3,18,2,5,1,30,2,11,No,No,Single,1,0
1745,Finance,Non-binary,37,High School,Executive,4321.0,3,2,3,2,2,67,9,21,Yes,Yes,Widowed,5,1
1746,Finance,Female,37,High School,Team Lead,6988.0,27,6,5,2,4,61,8,19,No,Yes,Widowed,4,3
1747,Finance,Prefer not to say,20,PhD,Intern,1475.0,0,0,2,2,4,0,0,34,No,Yes,Single,1,0
1748,Finance,Non-binary,50,Master's Degree,Analyst,4788.0,10,7,5,2,4,17,14,49,No,No,Widowed,6,0
1749,HR,Male,59,Associate's Degree,Manager,11419.0,22,4,5,5,1,74,2,47,Yes,Yes,Widowed,1,3
1750,Finance,Female,49,Associate's Degree,Executive,2548.0,2,11,2,3,3,52,10,44,No,Yes,Divorced,8,0
1751,Sales,Prefer not to say,22,High School,Intern,1459.0,0,0,1,1,4,0,0,35,Yes,No,Single,1,0
1752,Sales,Prefer not to say,21,PhD,Intern,1093.0,0,0,3,3,1,0,0,49,Yes,Yes,Single,1,0
1753,HR,Non-binary,41,Bachelor's Degree,Analyst,3670.0,16,17,2,5,2,40,3,31,No,No,Single,7,1
1754,Finance,Prefer not to say,37,Bachelor's Degree,Manager,8064.0,21,2,2,4,4,96,3,46,No,Yes,Single,9,1
1755,Finance,Non-binary,28,Associate's Degree,Team Lead,9286.0,26,6,5,1,3,66,0,29,No,No,Divorced,7,3
1756,Finance,Non-binary,21,Master's Degree,Intern,1313.0,0,0,2,1,1,0,0,6,Yes,Yes,Single,1,0
1757,Marketing,Female,19,Associate's Degree,Intern,1430.0,0,0,3,4,2,0,0,36,Yes,Yes,Single,1,0
1758,IT,Female,19,High School,Intern,1060.0,0,0,1,2,3,0,0,31,No,Yes,Single,1,0
1759,Marketing,Male,21,Master's Degree,Intern,1359.0,0,0,1,5,2,0,0,32,No,No,Single,1,0
1760,IT,Female,47,Bachelor's Degree,Analyst,4108.0,32,3,1,4,3,36,11,40,Yes,No,Divorced,4,1
1761,Finance,Female,35,PhD,Manager,7361.0,1,15,3,3,5,11,6,20,No,Yes,Divorced,4,2
1762,Finance,Non-binary,18,PhD,Intern,1167.0,0,0,5,3,5,0,0,22,Yes,No,Single,1,0
1763,Marketing,Female,54,High School,Team Lead,6168.0,26,11,3,4,5,90,5,3,No,No,Widowed,3,2
1764,Marketing,Non-binary,47,Associate's Degree,Team Lead,6367.0,14,3,2,5,2,1,6,8,No,No,Widowed,4,2
1765,IT,Non-binary,41,High School,Executive,2512.0,6,11,4,1,5,52,13,45,No,Yes,Married,2,2
1766,Sales,Female,20,PhD,Intern,1469.0,0,0,4,1,1,0,0,19,Yes,Yes,Single,1,0
1767,IT,Male,18,Bachelor's Degree,Intern,1273.0,0,0,4,2,1,0,0,31,No,Yes,Single,1,0
1768,Marketing,Male,22,PhD,Intern,1397.0,0,0,1,5,5,0,0,32,No,No,Single,1,0
1769,Marketing,Prefer not to say,18,Master's Degree,Intern,1024.0,0,0,3,3,3,0,0,15,Yes,Yes,Single,1,0
1770,HR,Prefer not to say,18,PhD,Intern,1393.0,0,0,3,3,3,0,0,39,Yes,Yes,Single,1,0
1771,Marketing,Female,35,PhD,Team Lead,8687.0,19,1,1,2,2,68,9,31,Yes,Yes,Single,9,1
1772,HR,Male,51,Master's Degree,Manager,9419.0,26,8,2,3,3,55,4,3,Yes,Yes,Married,8,0
1773,Sales,Non-binary,33,Associate's Degree,Manager,9998.0,19,13,4,2,4,57,13,32,Yes,Yes,Divorced,5,3
1774,IT,Prefer not to say,47,PhD,Executive,3083.0,6,3,4,2,3,82,9,10,Yes,Yes,Widowed,9,1
1775,IT,Non-binary,54,High School,Team Lead,8379.0,39,3,1,4,1,3,1,28,Yes,No,Single,5,0
1776,HR,Prefer not to say,22,PhD,Intern,1355.0,0,0,4,1,3,0,0,27,Yes,Yes,Single,1,0
1777,IT,Female,35,High School,Manager,9682.0,29,4,5,5,2,48,6,48,No,Yes,Single,4,1
1778,Marketing,Male,45,Master's Degree,Analyst,2901.0,7,16,3,5,3,37,10,46,No,Yes,Widowed,3,2
1779,Finance,Prefer not to say,55,PhD,Analyst,4427.0,1,12,4,1,2,44,1,40,No,No,Divorced,9,0
1780,HR,Male,47,Master's Degree,Analyst,3862.0,13,19,4,5,4,29,9,43,No,Yes,Single,4,0
1781,IT,Non-binary,23,Master's Degree,Intern,1047.0,0,0,5,3,5,0,0,31,Yes,No,Single,1,0
1782,HR,Female,24,Associate's Degree,Intern,1431.0,0,0,2,3,4,0,0,34,Yes,No,Single,1,0
1783,HR,Male,57,PhD,Executive,4394.0,17,0,2,5,1,55,10,5,Yes,No,Widowed,7,0
1784,Finance,Female,59,High School,Executive,3799.0,15,16,5,4,4,26,7,11,Yes,Yes,Single,8,3
1785,Marketing,Male,23,High School,Executive,4446.0,4,2,2,5,4,31,14,7,Yes,No,Divorced,8,2
1786,HR,Non-binary,59,PhD,Analyst,2006.0,30,13,1,2,1,10,2,8,No,Yes,Widowed,6,0
1787,IT,Non-binary,24,Associate's Degree,Intern,1188.0,0,0,5,2,1,0,0,17,No,Yes,Single,1,0
1788,Sales,Female,44,Associate's Degree,Analyst,3414.0,19,14,3,1,5,76,6,44,Yes,No,Single,2,0
1789,HR,Non-binary,36,Associate's Degree,Executive,2928.0,22,5,3,3,5,34,4,39,No,No,Divorced,8,0
1790,HR,Prefer not to say,23,High School,Intern,1052.0,0,0,3,4,3,0,0,41,Yes,Yes,Single,1,0
1791,Finance,Male,44,Master's Degree,Team Lead,9957.0,16,1,4,5,2,29,12,14,Yes,Yes,Widowed,8,2
1792,Marketing,Non-binary,38,Associate's Degree,Manager,10733.0,12,3,5,2,1,17,7,24,No,No,Single,6,0
1793,Sales,Prefer not to say,23,High School,Manager,7751.0,12,12,5,3,4,29,12,30,No,Yes,Widowed,8,3
1794,IT,Female,41,High School,Executive,3976.0,16,12,2,3,4,89,8,15,Yes,Yes,Married,1,1
1795,Sales,Prefer not to say,41,Master's Degree,Analyst,3158.0,14,16,5,4,5,15,14,4,No,No,Married,9,1
1796,IT,Female,24,PhD,Team Lead,6124.0,25,5,5,4,2,74,13,13,Yes,Yes,Single,9,1
1797,Marketing,Female,20,PhD,Intern,1240.0,0,0,2,4,1,0,0,5,Yes,Yes,Single,1,0
1798,IT,Male,59,Associate's Degree,Analyst,3043.0,29,18,5,4,5,3,9,31,No,Yes,Single,5,0
1799,Finance,Male,23,Associate's Degree,Executive,4374.0,34,15,5,2,2,14,1,12,Yes,Yes,Married,7,2
1800,Finance,Prefer not to say,57,Master's Degree,Analyst,3457.0,21,7,1,4,1,75,9,30,Yes,No,Single,8,2
1801,Finance,Male,35,Associate's Degree,Executive,2653.0,9,0,2,3,4,26,10,49,No,Yes,Single,7,0
1802,Finance,Male,37,Master's Degree,Manager,8336.0,10,9,1,3,4,3,6,10,Yes,No,Divorced,3,3
1803,Sales,Male,40,High School,Manager,8301.0,37,1,4,5,5,34,10,30,Yes,No,Divorced,7,1
1804,Marketing,Prefer not to say,55,Associate's Degree,Analyst,3397.0,32,18,2,3,2,84,4,26,No,Yes,Married,1,3
1805,IT,Non-binary,27,High School,Team Lead,6128.0,5,13,5,3,4,62,13,44,No,Yes,Widowed,5,3
1806,IT,Male,24,Bachelor's Degree,Intern,1392.0,0,0,5,2,2,0,0,6,No,Yes,Single,1,0
1807,Finance,Male,57,Master's Degree,Executive,4190.0,6,8,1,3,5,65,2,27,Yes,Yes,Widowed,2,0
1808,Finance,Prefer not to say,21,Bachelor's Degree,Intern,1394.0,0,0,1,1,3,0,0,20,Yes,No,Single,1,0
1809,HR,Non-binary,39,Associate's Degree,Manager,11417.0,6,10,4,3,2,27,6,28,No,Yes,Divorced,9,1
1810,Marketing,Male,33,High School,Team Lead,7082.0,1,14,4,5,2,33,1,20,No,No,Divorced,3,1
1811,Sales,Female,51,Associate's Degree,Team Lead,9434.0,0,5,5,5,5,32,1,12,Yes,Yes,Married,8,2
1812,IT,Prefer not to say,18,Bachelor's Degree,Intern,1026.0,0,0,3,4,3,0,0,45,No,Yes,Single,1,0
1813,HR,Male,28,Associate's Degree,Manager,8960.0,24,0,4,2,4,59,0,21,Yes,No,Married,7,0
1814,HR,Male,20,PhD,Intern,1058.0,0,0,5,5,1,0,0,30,Yes,No,Single,1,0
1815,IT,Female,40,Bachelor's Degree,Analyst,4441.0,6,17,4,1,5,71,0,49,No,No,Divorced,7,3
1816,Sales,Female,27,Associate's Degree,Team Lead,6176.0,2,13,2,1,1,41,5,10,Yes,No,Single,3,2
1817,HR,Prefer not to say,41,High School,Team Lead,5505.0,28,16,1,4,3,85,12,5,No,No,Married,5,1
1818,HR,Prefer not to say,48,Associate's Degree,Analyst,2482.0,9,1,5,2,3,90,4,37,Yes,Yes,Single,6,0
1819,Marketing,Female,59,High School,Manager,11650.0,4,18,4,2,2,27,14,8,Yes,No,Widowed,9,2
1820,Sales,Prefer not to say,58,PhD,Team Lead,8838.0,33,8,1,3,1,74,9,30,Yes,No,Married,4,2
1821,HR,Female,28,Associate's Degree,Executive,3660.0,7,7,3,1,1,26,7,17,No,Yes,Divorced,8,1
1822,Sales,Male,26,PhD,Executive,4538.0,13,9,4,1,3,0,4,3,Yes,Yes,Married,8,3
1823,IT,Female,32,Bachelor's Degree,Manager,10105.0,39,8,5,1,1,91,0,21,Yes,No,Married,6,1
1824,Finance,Female,36,High School,Analyst,2950.0,5,7,2,1,4,90,11,16,No,Yes,Divorced,8,3
1825,HR,Non-binary,22,Bachelor's Degree,Intern,1185.0,0,0,1,5,3,0,0,32,No,Yes,Single,1,0
1826,Marketing,Female,26,High School,Manager,11209.0,32,5,1,2,2,45,5,27,Yes,Yes,Widowed,1,0
1827,IT,Female,24,PhD,Intern,1140.0,0,0,2,3,2,0,0,6,No,Yes,Single,1,0
1828,Sales,Non-binary,58,Master's Degree,Manager,7001.0,10,8,5,5,2,39,12,42,Yes,Yes,Married,6,3
1829,IT,Prefer not to say,30,Associate's Degree,Executive,2411.0,23,8,3,2,1,50,1,16,Yes,Yes,Married,9,3
1830,HR,Non-binary,36,PhD,Analyst,2353.0,9,18,2,4,3,99,9,45,Yes,No,Married,4,0
1831,Sales,Male,24,High School,Executive,4479.0,22,8,3,1,2,23,7,3,Yes,No,Widowed,6,3
1832,Finance,Non-binary,50,High School,Analyst,2002.0,15,1,5,3,3,21,5,40,Yes,Yes,Married,5,3
1833,IT,Male,23,High School,Intern,1448.0,0,0,4,2,1,0,0,20,Yes,No,Single,1,0
1834,HR,Prefer not to say,38,High School,Manager,7749.0,15,15,4,4,4,67,12,40,No,No,Widowed,6,1
1835,Marketing,Non-binary,47,Associate's Degree,Team Lead,9751.0,30,13,5,1,4,7,0,7,Yes,Yes,Divorced,3,2
1836,Sales,Non-binary,42,Bachelor's Degree,Team Lead,5741.0,5,19,3,4,4,57,9,11,Yes,Yes,Married,2,3
1837,IT,Prefer not to say,29,Master's Degree,Analyst,2130.0,29,0,2,4,1,14,11,29,No,Yes,Divorced,3,0
1838,IT,Male,42,Associate's Degree,Analyst,3098.0,36,12,5,5,2,7,4,3,Yes,Yes,Widowed,6,3
1839,Finance,Non-binary,32,High School,Executive,3347.0,0,1,5,4,1,92,6,21,Yes,No,Single,8,3
1840,Finance,Male,59,Associate's Degree,Team Lead,9409.0,24,13,4,5,3,41,3,32,Yes,Yes,Single,8,0
1841,Marketing,Non-binary,29,PhD,Executive,3973.0,20,0,2,5,4,38,13,30,Yes,No,Married,5,0
1842,Marketing,Female,20,High School,Intern,1486.0,0,0,4,4,3,0,0,39,No,Yes,Single,1,0
1843,HR,Non-binary,45,Master's Degree,Team Lead,8889.0,37,17,3,2,1,40,9,11,Yes,No,Divorced,1,2
1844,HR,Prefer not to say,23,High School,Intern,1394.0,0,0,3,4,5,0,0,17,No,Yes,Single,1,0
1845,Marketing,Prefer not to say,35,Master's Degree,Manager,10079.0,11,7,1,4,5,77,9,25,No,Yes,Single,2,0
1846,Marketing,Male,35,Master's Degree,Executive,3023.0,4,6,5,2,1,95,2,25,No,Yes,Widowed,4,1
1847,Sales,Non-binary,31,Bachelor's Degree,Analyst,2159.0,8,8,2,1,2,70,1,9,Yes,Yes,Divorced,5,3
1848,Finance,Male,33,Bachelor's Degree,Team Lead,6266.0,8,8,2,3,3,43,1,45,Yes,No,Married,8,1
1849,HR,Male,59,Associate's Degree,Executive,4064.0,34,10,4,1,1,96,13,29,No,Yes,Divorced,9,1
1850,Finance,Female,55,Associate's Degree,Analyst,3418.0,0,3,4,4,1,34,4,15,No,No,Divorced,1,2
1851,Finance,Female,59,Master's Degree,Manager,9848.0,9,6,2,1,5,26,3,19,Yes,No,Married,9,3
1852,Marketing,Prefer not to say,31,High School,Team Lead,8680.0,38,6,4,3,4,64,1,15,Yes,Yes,Divorced,5,3
1853,Sales,Male,18,PhD,Intern,1056.0,0,0,1,1,4,0,0,39,Yes,Yes,Single,1,0
1854,IT,Prefer not to say,38,PhD,Manager,10601.0,36,11,5,3,2,65,9,35,Yes,No,Married,5,0
1855,Sales,Non-binary,24,High School,Analyst,2355.0,34,16,1,1,2,70,8,40,Yes,Yes,Widowed,9,0
1856,Sales,Male,52,High School,Team Lead,9047.0,16,19,3,5,2,71,7,13,No,No,Divorced,8,3
1857,Finance,Male,22,Bachelor's Degree,Team Lead,6053.0,12,2,2,4,5,62,8,16,No,Yes,Single,5,2
1858,Sales,Non-binary,33,PhD,Manager,11668.0,5,8,1,3,1,92,8,3,No,Yes,Married,5,2
1859,HR,Non-binary,59,Master's Degree,Team Lead,7028.0,36,4,1,4,2,79,7,31,Yes,Yes,Married,1,3
1860,Finance,Prefer not to say,25,Associate's Degree,Analyst,3055.0,31,19,4,5,5,28,8,1,No,No,Single,9,0
1861,HR,Prefer not to say,59,Bachelor's Degree,Manager,11178.0,10,15,4,1,3,30,3,35,Yes,Yes,Single,3,2
1862,IT,Non-binary,21,PhD,Intern,1194.0,0,0,4,4,1,0,0,16,No,No,Single,1,0
1863,Finance,Prefer not to say,55,High School,Manager,8033.0,4,15,3,1,3,85,13,1,Yes,Yes,Single,5,3
1864,IT,Non-binary,59,PhD,Manager,7433.0,5,18,1,1,4,52,1,14,No,No,Widowed,3,0
1865,Finance,Male,22,Master's Degree,Intern,1449.0,0,0,5,4,4,0,0,7,No,Yes,Single,1,0
1866,Marketing,Male,43,Bachelor's Degree,Analyst,4936.0,32,17,4,3,1,67,12,23,Yes,No,Widowed,7,0
1867,Sales,Female,25,High School,Executive,4530.0,29,14,3,3,2,24,8,35,Yes,Yes,Divorced,4,2
1868,Marketing,Male,39,Master's Degree,Executive,3909.0,20,17,3,4,1,12,10,29,No,No,Divorced,4,1
1869,IT,Non-binary,22,Associate's Degree,Intern,1365.0,0,0,4,3,2,0,0,22,No,No,Single,1,0
1870,Sales,Prefer not to say,40,Bachelor's Degree,Analyst,3647.0,26,15,2,2,4,39,5,16,Yes,No,Single,2,2
1871,Finance,Female,23,Master's Degree,Team Lead,8008.0,2,4,1,1,1,71,11,29,Yes,No,Widowed,7,2
1872,Sales,Prefer not to say,18,Master's Degree,Intern,1105.0,0,0,4,4,1,0,0,6,Yes,No,Single,1,0
1873,HR,Non-binary,38,High School,Executive,4657.0,1,15,5,5,2,6,2,18,No,No,Widowed,5,0
1874,Sales,Male,31,Associate's Degree,Analyst,4820.0,28,0,1,4,4,31,4,29,No,Yes,Married,2,0
1875,HR,Female,55,Master's Degree,Manager,7617.0,35,10,3,4,4,23,0,25,Yes,Yes,Widowed,7,2
1876,Sales,Non-binary,27,Bachelor's Degree,Analyst,2856.0,33,10,5,1,2,0,10,45,No,Yes,Divorced,2,3
1877,HR,Female,29,Master's Degree,Analyst,2795.0,36,1,1,5,2,46,2,2,Yes,No,Married,5,3
1878,IT,Female,32,PhD,Executive,2801.0,0,18,5,1,2,50,11,44,No,Yes,Widowed,5,1
1879,Marketing,Male,33,Bachelor's Degree,Executive,2341.0,25,4,3,3,4,35,7,32,Yes,No,Widowed,3,0
1880,Finance,Non-binary,30,Bachelor's Degree,Team Lead,7008.0,0,2,4,4,4,26,2,36,Yes,No,Married,2,3
1881,Sales,Prefer not to say,23,Master's Degree,Team Lead,9593.0,3,7,5,1,1,69,7,32,No,Yes,Married,3,1
1882,Marketing,Female,23,High School,Intern,1279.0,0,0,4,2,4,0,0,41,Yes,Yes,Single,1,0
1883,Finance,Female,32,Bachelor's Degree,Manager,7789.0,13,12,3,4,3,94,5,20,Yes,Yes,Divorced,6,3
1884,Finance,Prefer not to say,57,PhD,Team Lead,8414.0,17,13,3,3,3,75,6,37,No,No,Divorced,4,0
1885,HR,Non-binary,31,High School,Executive,2405.0,33,0,5,1,2,89,5,42,No,Yes,Single,7,2
1886,IT,Female,42,High School,Analyst,3396.0,0,4,5,1,2,88,7,38,No,No,Divorced,2,0
1887,IT,Female,20,High School,Intern,1467.0,0,0,3,2,2,0,0,33,No,No,Single,1,0
1888,Marketing,Female,29,Bachelor's Degree,Team Lead,5032.0,15,5,5,3,1,69,6,5,Yes,No,Widowed,9,0
1889,IT,Non-binary,57,High School,Analyst,3309.0,21,14,5,2,3,12,9,6,Yes,Yes,Widowed,5,1
1890,Sales,Non-binary,50,Master's Degree,Analyst,4607.0,15,14,5,4,3,24,0,22,Yes,Yes,Widowed,4,0
1891,IT,Prefer not to say,59,High School,Team Lead,7281.0,27,7,5,5,4,94,2,21,Yes,Yes,Single,9,0
1892,Marketing,Non-binary,33,PhD,Manager,10622.0,27,1,1,1,3,21,2,19,Yes,Yes,Widowed,6,2
1893,IT,Non-binary,35,Associate's Degree,Manager,9917.0,21,13,3,2,4,98,14,43,No,No,Widowed,4,0
1894,Sales,Male,21,PhD,Intern,1432.0,0,0,3,1,1,0,0,15,No,No,Single,1,0
1895,HR,Prefer not to say,43,Bachelor's Degree,Manager,11416.0,24,9,2,1,2,14,3,34,Yes,No,Divorced,9,0
1896,Marketing,Female,22,High School,Intern,1167.0,0,0,4,2,2,0,0,47,No,No,Single,1,0
1897,HR,Non-binary,51,High School,Executive,2576.0,6,3,2,1,4,36,0,7,No,Yes,Divorced,6,3
1898,HR,Female,59,Master's Degree,Team Lead,9523.0,16,11,5,3,5,44,13,17,No,Yes,Divorced,1,3
1899,HR,Female,41,High School,Analyst,2220.0,34,9,5,3,4,25,10,44,No,No,Married,6,3
1900,Finance,Male,18,PhD,Intern,1334.0,0,0,1,5,1,0,0,44,No,Yes,Single,1,0
1901,Finance,Non-binary,44,Bachelor's Degree,Manager,7797.0,1,3,1,3,3,54,1,5,Yes,No,Divorced,3,1
1902,HR,Prefer not to say,18,Associate's Degree,Intern,1245.0,0,0,1,2,4,0,0,39,No,No,Single,1,0
1903,Marketing,Non-binary,19,High School,Intern,1453.0,0,0,1,3,1,0,0,2,Yes,Yes,Single,1,0
1904,Sales,Female,22,Associate's Degree,Manager,8778.0,18,13,1,5,2,40,10,27,Yes,No,Divorced,6,3
1905,Sales,Prefer not to say,47,High School,Manager,9926.0,11,2,1,4,5,71,5,45,Yes,Yes,Divorced,1,0
1906,IT,Non-binary,59,Bachelor's Degree,Team Lead,6584.0,8,14,1,4,5,10,8,24,Yes,Yes,Married,9,2
1907,Marketing,Female,59,PhD,Analyst,4194.0,26,0,1,2,4,87,1,41,Yes,No,Married,5,0
1908,Finance,Female,43,Bachelor's Degree,Team Lead,5569.0,13,18,1,5,3,7,13,47,No,Yes,Single,2,2
1909,HR,Male,31,Associate's Degree,Team Lead,5150.0,1,0,3,3,4,53,11,28,Yes,Yes,Single,3,3
1910,IT,Male,27,High School,Manager,10757.0,20,12,1,5,5,93,8,47,Yes,No,Divorced,5,0
1911,Sales,Male,38,Associate's Degree,Manager,10240.0,3,7,4,1,5,0,6,1,Yes,Yes,Single,2,3
1912,Finance,Female,59,PhD,Analyst,3203.0,20,17,1,5,2,97,8,21,No,Yes,Married,3,3
1913,Finance,Non-binary,23,Bachelor's Degree,Intern,1339.0,0,0,5,3,3,0,0,28,No,Yes,Single,1,0
1914,HR,Male,31,Associate's Degree,Team Lead,6659.0,1,17,5,2,3,99,6,3,No,Yes,Single,6,3
1915,Sales,Non-binary,29,Associate's Degree,Analyst,3533.0,16,19,1,1,5,33,0,30,No,Yes,Single,2,2
1916,Marketing,Male,42,PhD,Team Lead,5933.0,18,8,1,5,5,56,7,1,Yes,Yes,Married,2,2
1917,Finance,Prefer not to say,19,High School,Intern,1213.0,0,0,5,4,4,0,0,45,Yes,No,Single,1,0
1918,HR,Prefer not to say,42,Associate's Degree,Team Lead,9716.0,23,19,4,3,4,12,6,47,Yes,Yes,Divorced,7,3
1919,Marketing,Male,59,PhD,Executive,3320.0,19,1,2,2,2,53,1,45,Yes,No,Single,6,0
1920,Sales,Female,45,High School,Analyst,3372.0,37,3,3,3,5,52,9,18,Yes,No,Married,6,3
1921,Finance,Male,54,High School,Manager,7651.0,11,17,5,5,4,51,14,49,No,No,Divorced,5,3
1922,Marketing,Male,39,Bachelor's Degree,Team Lead,9840.0,24,6,1,2,2,5,8,33,Yes,No,Married,3,2
1923,Marketing,Female,49,PhD,Analyst,2490.0,22,10,3,4,3,35,10,15,No,No,Divorced,8,0
1924,Marketing,Prefer not to say,53,High School,Analyst,4400.0,33,4,1,1,5,24,7,24,Yes,No,Widowed,3,1
1925,Finance,Non-binary,33,Bachelor's Degree,Team Lead,9362.0,31,7,2,5,1,90,0,36,No,Yes,Widowed,5,1
1926,Finance,Male,59,Master's Degree,Manager,8296.0,23,10,2,2,5,57,10,34,No,Yes,Divorced,8,0
1927,IT,Female,48,PhD,Manager,9753.0,24,19,5,1,4,54,0,26,No,No,Divorced,3,0
1928,Sales,Male,31,Master's Degree,Team Lead,6508.0,2,19,3,2,5,94,13,40,Yes,No,Married,5,2
